,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
10,90629,https://www.airbnb.com/rooms/90629,20220922013638,2022-09-22,city scrape,Hermoso departamento individual,"<b>The space</b><br />Hermoso departamento, para maximo 3 personas, completamento amoblado, con 2 camas,  1 un sillon cama, un closet amplio, cocina amoblada, baño grande con tina ubicado en el hermoso barrio Bellas Artes. Está cerca de todo, Parque Forestal, Museo de Bellas Artes, Barrio Bellavista, con bares, discotecas, retaurantes para todos los gustos, Ferias Artesanales, Zoologico Metropolitano, Cerro San Cristóbal,Centro de Arte Gabriela Mistral, Universidades, muchas diversión a pasos del centro de la ciudad de Santiago, cerca del Mercado Municipal. <br />Lugar tranquilo, bien resguardado. <br />Esperamos que sea nuestro huésped <br /> <br />Beautiful apartment for maximum 3 people, completamento furnished with 2 beds, 1 a sofa bed, large closet, furnished kitchen, large bathroom with tub located in the beautiful district Fine Arts. Close to everything, Park Forest, Museum of Fine Arts, Barrio Bellavista, with bars, discos, retaurant for all tastes, craft fair, Metropolitan Zoo",,https://a0.muscache.com/pictures/621693/68d95793_original.jpg,491051,https://www.airbnb.com/users/show/491051,Marcy-Lú,2011-04-07,"Concepcion, Chile","Me gusta mucho viajar, me gusta mucho leer, me gusta nadar, tomar sol. I love traveling, I enjoy reading, I like swimming, sunbathing",,,,f,https://a0.muscache.com/im/users/491051/profile_pic/1302186837/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/491051/profile_pic/1302186837/original.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone']",t,f,,Santiago,,-33.43787,-70.64082,Entire rental unit,Entire home/apt,2,,,1.0,3.0,"[""TV with standard cable"", ""Long term stays allowed"", ""Cable TV"", ""Kitchen"", ""Hot tub"", ""Elevator""]","$93,566.00",3,730,3,3,730,730,3.0,730.0,,t,30,60,90,365,2022-09-22,0,0,0,,,,,,,,,,,f,1,1,0,0,
11,90694,https://www.airbnb.com/rooms/90694,20220922013638,2022-09-22,city scrape,Apartment x Rent in Providencia 802,"APARTMENT<br />Furnished Apartments with one bedroom plus living room with a capacity of up to 2 persons <br />Fully furnished and decorated, highlighting an elegant, modern and very welcoming environment, where you could combine business and relaxation. <br /><br />This is  a 1 Bedroom Apartment, 1 living room, 1 kitchen and 1 bathroom.<br />1 King Size Bed.  <br />It could be split in two Twin Size Beds with an extra charge<br />- Apartment Address: Santa Beatriz 81, Depto 802, Providencia, Santiago<br /><br /><b>The space</b><br />H Aparts are apartments, NON SMOKING, for rent daily, weekly, biweekly or monthly.   It was created to provide a comfortable and pleasant stay, making you feel like you were in the comfort of your home. <br /><br />It is designed and furnished with a special and delicate care, focusing on all types of guests for business and tourism in general. <br /><br />Check in: 15:00 hrs / Check out: 11:00 am<br /><br /><br />LOCATION  <br />Located  in the downtown o",,https://a0.muscache.com/pictures/d29b8d52-ca46-4588-9bea-060ef9035ffe.jpg,491253,https://www.airbnb.com/users/show/491253,Hector,2011-04-07,"Santiago, Chile","Dear Guest
I am Hector Medina, Chief Manager of HecTour and Specialist of Bilingual Tour, Transfer & Accommodation Services. 
My studies are based on business administration.  I had the opportunity to improve my English studies in USA and my French at the Institute of French Alliance of Viña del Mar city.  Upon returning to my land I realized that my vocation was on the tourist side. It is really what I love to do. 
Since 2004 I have formed a group of local tour guides and drivers very knowledgeable in the areas where we live. 
Our main concern is to provide a unique travel experience to each client by making them experiment, a bit of culture, food, landscapes of our country from an interesting perspective. 
As a ""PRIVATE, PERSONALIZED & FLEXIBLE” service, our guests have the opportunity to know or visit what they are really interested in modern, clean and comfortable vehicles. 
We affirm you that we are totally responsible for your happiness and safety while you are in our care. 
Our role is critical in the satisfaction of your tour and/or in your business needs. We are passionate and well knowledgeable on every tour and information we provide. 
After reading these sincere words, we hope to walk together in this beautiful Land of Enchantment. 
It will be a real pleasure to have you, family and friends as a ""VERY SPECIAL CLIENT"".
",within a few hours,100%,33%,t,https://a0.muscache.com/im/users/491253/profile_pic/1302187952/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/491253/profile_pic/1302187952/original.jpg?aki_policy=profile_x_medium,,1.0,4.0,"['email', 'phone']",t,t,,Providencia,,-33.4259,-70.61692,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,"[""Heating"", ""Hot water"", ""Pool"", ""Bed linens"", ""Iron"", ""Refrigerator"", ""Hangers"", ""TV with standard cable"", ""Essentials"", ""Cable TV"", ""Long term stays allowed"", ""Shampoo"", ""Elevator"", ""Kitchen"", ""Hair dryer"", ""Microwave"", ""Dishes and silverware"", ""Air conditioning"", ""Cooking basics""]","$43,999.00",3,365,1,3,365,365,3.0,365.0,,t,14,35,65,340,2022-09-22,62,4,0,2011-06-06,2022-07-31,4.69,4.74,4.75,4.74,4.8,4.77,4.49,,f,1,1,0,0,0.45
12,94147,https://www.airbnb.com/rooms/94147,20220922013638,2022-09-22,city scrape,"Great house in Santiago, Las Condes","Te ofrecemos una casa grande, comoda, en calle tranquila y segura a solo minutos de todo caminando. Restaurantes,Excelente Mall, cines, Farmacias, Transporte publico, puedes utilizar la piscina y te prestamos una bicicleta si deseas. <br />felicidad total<br /><br /><b>The space</b><br />We're a young  adult couple (56) with a  very recent   ""empty Nester"" , our 2 sons    moved out of the country so we decided to rent their rooms for 2 main reasons<br /><br /> 1) We missed and need the noise, the action, the activity<br /> 2) We can earn money to visit them more often overseas. (Australia and Israel..it's   a long way).<br /><br /> What we offer:<br /> A great family ambiance in a really nice house with a premium location.<br /> The rooms are fully equipped with , desk, bed, closets, Cable TV, WI FI. <br /> Everything  you need for a nice stay.<br /> 1 bathroom exclusive to be used only for those two rooms.<br /> Kitchen to cook what you want,<br /> Fridge to keep your stuff<br /> Wash",,https://a0.muscache.com/pictures/639725/719ae228_original.jpg,493996,https://www.airbnb.com/users/show/493996,Abraham,2011-04-08,"Santiago, Chile","Very active and enjoing life everyday.
Music, Arts, Bike, Meditation,Jogging, Hikking, etc.

La vida cotidiana muy activo y disfrutando.
Música, Artes, bicicletas, meditación, Jogging, Hikking, etc",,,,f,https://a0.muscache.com/im/users/493996/profile_pic/1302733168/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/493996/profile_pic/1302733168/original.jpg?aki_policy=profile_x_medium,,2.0,3.0,"['email', 'phone']",t,f,,Las Condes,,-33.39929,-70.54542,Private room in home,Private room,1,,1 bath,1.0,1.0,"[""Heating"", ""Pool"", ""Iron"", ""Wifi"", ""Hangers"", ""TV with standard cable"", ""Essentials"", ""Cable TV"", ""Long term stays allowed"", ""Shampoo"", ""Free parking on premises"", ""Kitchen"", ""Dryer"", ""Washer""]","$45,847.00",1,730,1,1,730,730,1.0,730.0,,t,30,60,90,365,2022-09-22,2,0,0,2011-09-01,2011-12-07,4.5,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,0,1,0,0.01
13,95139,https://www.airbnb.com/rooms/95139,20220922013638,2022-09-22,city scrape,Room Family Home,,,https://a0.muscache.com/pictures/3564996/7cf05699_original.jpg,506998,https://www.airbnb.com/users/show/506998,Rafael,2011-04-13,"Santiago, Chile","Me gusta salir mucho con mi familia, Me gusta mucho andar en bicicleta. I like going out a lot with my family, I love biking.",,,,f,https://a0.muscache.com/im/users/506998/profile_pic/1302734879/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/506998/profile_pic/1302734879/original.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone']",t,f,,Santiago,,-33.43665,-70.67835,Private room in home,Private room,3,,2 baths,1.0,3.0,"[""Wifi"", ""TV with standard cable"", ""Long term stays allowed"", ""Cable TV"", ""Kitchen"", ""Dryer"", ""Washer""]","$66,432.00",7,730,7,7,730,730,7.0,730.0,,t,30,60,90,365,2022-09-22,0,0,0,,,,,,,,,,,f,1,0,1,0,
14,96722,https://www.airbnb.com/rooms/96722,20220922013638,2022-09-22,city scrape,Private bathroom room in Las Condes,"<b>The space</b><br />Room with bunk beds, art department! <br /> <br />ROOM: A very clean place. Room with bunk beds and a private bathroom with a view of the mountains, in a newly refurbished  apartment... 25 minutes from the airport, two blocks from the Metro Colón. <br />Breakfast included. Wi-Fi, cable TV, closet, central heating, swimming pool, gym, parking in the building. <br /> <br />It is a room with a private bathroom, with a bunk bed for two people. It has a closet, and all other amenities, like a hotel room but somewhat smaller. It can accommodate up to two people, everything is new, bedspreads, winter has central heating. <br /> <br />Very safe, 24 hours consierge. <br />Smoking is allowed in the lodge. <br /> <br />LOCATION: next to the airport, 5 minutes. Ideal for business, travel. <br />Safe neighborhood, a 5 minute walk from Golf. It is a neighborhood where all the offices are, Los Condes, 5 minutes from the subway, area of business leaders, headquarters and offices ",,https://a0.muscache.com/pictures/11901550/0165dd7a_original.jpg,513040,https://www.airbnb.com/users/show/513040,Elby,2011-04-16,"Santiago, Chile","soy Sra Elby Huerta ... Profesional de las Artes Visuales, pintora, tengo un taller en el departamento. Hablo español, inglés básico. Siempre me comunico muy bien con los turistas. Trabajé como guía turístico, te puedo dar muy buenos consejos sobre Santiago. Doy Alojamiento  solamente a extranjeros",,,,f,https://a0.muscache.com/im/users/513040/profile_pic/1355231878/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/513040/profile_pic/1355231878/original.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone']",t,f,,Las Condes,,-33.42532,-70.58566,Private room in rental unit,Private room,2,,1 bath,1.0,2.0,"[""Pool"", ""Wifi"", ""Gym"", ""TV with standard cable"", ""Long term stays allowed"", ""Cable TV"", ""Free parking on premises"", ""Kitchen"", ""Breakfast"", ""Hot tub"", ""Elevator""]","$56,140.00",1,730,1,1,730,730,1.0,730.0,,t,30,60,90,365,2022-09-22,0,0,0,,,,,,,,,,,f,1,0,1,0,
15,100057,https://www.airbnb.com/rooms/100057,20220922013638,2022-09-22,city scrape,DEPARTAMENTO CENTRO DE SANTIAGO,"<b>The space</b><br />Hello, room for rent is very spacious with balcony and a great view towards the center of Santiago. The apartment is located in a building less than 5 years at the center of the capital, floor 20. It has bathroom outside the room and of course, entitled to the kitchen, Wifi, hot water. There are also laundry and dryers, gym, meeting room and meeting room. <br />The Department is located 3 blocks from subway stations (lines 2 and 5) and 9 streets of line 1, near Mapocho Cultural Center, Museum of Fine Arts, Plaza de Armas in Santiago, Government House, government buildings, Brazil and Bellavista neighborhood (film). <br />As the building has security concierges (2 people) 24 hours. <br /> <br /> <br />1 ROOM WITH BED,IN SUITE BATHROOM, KITCHEN, Washing Machine, Cable TV, MUSIC, GAMES ROOM POOL, BAR, barbecue, swimming pool, sauna, jacuzzi, SECTOR CENTER OF SANTIAGO, historic neighborhoods, NEAR PARKS, MUSEUMS, 2 NEAR METRO STATIONS <br />VALUE 20 USD PER PERSON <br",,https://a0.muscache.com/pictures/671288/b414b1b3_original.jpg,526328,https://www.airbnb.com/users/show/526328,Fernando,2011-04-21,"Santiago, Chile","Persona tranquila en su hogar, me gusta viajar, conocer nuevas culturas, en mi pais recorrerlo en mi motocicleta , la buena mesa,  pasarla bien a diario ",,,,f,https://a0.muscache.com/im/users/526328/profile_pic/1303417926/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/526328/profile_pic/1303417926/original.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone']",t,f,,Santiago,,-33.43199,-70.65789,Private room in rental unit,Private room,2,,,1.0,1.0,"[""Pool"", ""Gym"", ""Long term stays allowed"", ""Free parking on premises"", ""Kitchen"", ""Elevator"", ""Dryer"", ""Hot tub"", ""Washer"", ""TV""]","$74,853.00",14,60,14,14,60,60,14.0,60.0,,t,30,60,90,365,2022-09-22,2,0,0,2011-06-11,2012-02-13,1.0,3.0,1.0,1.0,1.0,3.0,1.0,,f,1,0,1,0,0.01
16,106795,https://www.airbnb.com/rooms/106795,20220922013638,2022-09-22,city scrape,departamento santiago centro,"<b>The space</b><br />- Amplio departamento 70 mt. Cuadrados. <br />- Totalmente equipado <br />- Pensado también para gente mayor y/o con discapacidad física. <br />- Ubicación privilegiada en el centro de Santiago, la zona más segura de la capital. A una cuadra del Palacio de Gobierno (La Moneda), Palacio de Tribunales de Justicia (Corte Suprema), Conservador de Bienes Raíces, Banco Central de Chile, ex Congreso Nacional, Intendencia de Santiago, ministerios públicos y a dos cuadras de la Plaza de Armas, Catedral Metropolitana, Correos de Chile, Museo Precolombino, Museo Histórico Nacional, Teatro Municipal, Restaurantes, centros comerciales, Universidades, Metro Plaza de Armas, Metro Universidad de Chile. <br />- Inserto en el núcleo financiero, comercial y cultural más importante del país, la cercanía a estaciones de metro, permiten acceder de forma rápida, moderna y segura a los sectores residenciales, industriales y comerciales, atractivos turísticos, entretención y esparcimiento",,https://a0.muscache.com/pictures/1096114/ee1cdefd_original.jpg,552381,https://www.airbnb.com/users/show/552381,Nora,2011-05-02,,,,,,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1.0,1.0,[],f,f,,Santiago,,-33.43974,-70.65493,Entire rental unit,Entire home/apt,2,,1.5 baths,1.0,1.0,"[""Heating"", ""Long term stays allowed"", ""Elevator"", ""Kitchen"", ""Dryer"", ""Washer"", ""TV""]","$74,853.00",1,730,1,1,730,730,1.0,730.0,,t,30,60,90,365,2022-09-22,0,0,0,,,,,,,,,,,f,1,1,0,0,
17,116494,https://www.airbnb.com/rooms/116494,20220922013638,2022-09-22,city scrape,DEPARTAMENTO SANTIAGO CHILE,"<b>The space</b><br />Estamos a pasos de la Estaciones de Metro "" Bellas Artes "" ; "" Plaza de Armas "" ; "" Santa Lucia "" que los conectan con todos los puntos de interés turístico de Santiago, estamos ubicados  frente al majestuoso y hermoso Cerro Santa Lucía y Museo Nacional de Bellas Artes que se encuentra en pleno centro del Gran Parque Forestal.<br />Excelente ubicación, pleno Centro de Santiago y Barrio Bellas Artes con fáciles accesos a Estaciones de Metro, Supermercados, Farmacias, a pasos del famoso Barrio Lastarria, Mercado Central para la degustación de exquisitos mariscos y pescados, Vega Central, Cafés, Pub, Bancos, vida nocturna de Pubs y Disco en los Barrios Bellavista y Suecia.<br />IDEAL PARA TURISTAS DE PASO POR CHILE <br />Tel : 56-2-4924946<br />Móvil : 56-99002445<br />Sitio Web: hospedajeensantiago.blogspot.com",,https://a0.muscache.com/pictures/757407/54aec1ce_original.jpg,588476,https://www.airbnb.com/users/show/588476,Antonio,2011-05-14,,,,,,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1.0,2.0,[],f,f,,Santiago,,-33.43855,-70.64486,Private room in rental unit,Private room,2,,1 bath,1.0,1.0,"[""Kitchen"", ""TV with standard cable"", ""Long term stays allowed"", ""Cable TV""]","$56,140.00",1,730,1,1,730,730,1.0,730.0,,t,30,60,90,365,2022-09-22,0,0,0,,,,,,,,,,,f,1,0,1,0,
18,119688,https://www.airbnb.com/rooms/119688,20220922013638,2022-09-22,city scrape,Nice & quiet place in Providencia,"<b>The space</b><br />Es un departamento de tres dormitorios y dos baños, ubicado en un lugar residencial y con un entorno grato y cercano agrandes centros comerciales y con una gran conectividad.  <br />El valor para una habitacion privada es de $45 dolares para (1) una persona y $50 para una habitacion compartida max (2) personas. <br /> <br />This is a 3 bedroom place with 2 bathrooms, located on a residencial area in Providencia, with a nice sorrounding and walking distance to underground transportation and buses as well as shopping centers. The price is $45 dollars for a private single room, and $50 for a double occupancy room(2) people. <br /> <br />Es un departamento de tres dormitorios y dos baños, ubicado en un lugar residencial y con un entorno grato y cercano agrandes centros comerciales y con una gran conectividad.  <br />El valor para una habitacion privada es de $45 dolares para (1) una persona y $50 para una habitacion compartida max (2) personas. <br /> <br />This is a ",,https://a0.muscache.com/pictures/1100643/c7cd1214_original.jpg,603746,https://www.airbnb.com/users/show/603746,Marco,2011-05-19,"Santiago, Chile","Estamos siempre disponibles a ayudar nuestros huéspedes, si tienes alguna duda puedes entrar en contacto. Te Esperamos!!",,,,f,https://a0.muscache.com/im/users/603746/profile_pic/1319458756/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/603746/profile_pic/1319458756/original.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone']",t,f,,Providencia,,-33.43022,-70.60677,Private room in rental unit,Private room,1,,2 baths,1.0,3.0,"[""Heating"", ""Pool"", ""Wifi"", ""Gym"", ""TV with standard cable"", ""Long term stays allowed"", ""Cable TV"", ""Elevator"", ""Kitchen"", ""Dryer"", ""Washer""]","$42,105.00",1,730,1,1,730,730,1.0,730.0,,t,30,60,90,365,2022-09-22,0,0,0,,,,,,,,,,,f,1,0,1,0,
19,122128,https://www.airbnb.com/rooms/122128,20220922013638,2022-09-22,city scrape,habitacion  single de Juan,"<b>The space</b><br />Habitacion para 1 persona idealmente hombres en pleno corazon de Providencia, excelente movilizacion , supermercados y bancos cercanos.A 15 minutos del centro de Santiago<br />La habitacion cuenta con escritorio, TV Cable,Internet ilimitado, telefono privado,baño privado. El valor incluye desayuno",,https://a0.muscache.com/pictures/792521/343dd726_original.jpg,612580,https://www.airbnb.com/users/show/612580,Juan,2011-05-22,,,,,,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1.0,2.0,[],f,f,,Providencia,,-33.43871,-70.60424,Private room in rental unit,Private room,1,,,1.0,1.0,"[""Wifi"", ""TV with standard cable"", ""Long term stays allowed"", ""Cable TV"", ""Elevator"", ""Kitchen"", ""Dryer"", ""Breakfast"", ""Washer""]","$70,175.00",1,730,1,1,730,730,1.0,730.0,,t,30,60,90,365,2022-09-22,0,0,0,,,,,,,,,,,f,1,0,1,0,
20,122810,https://www.airbnb.com/rooms/122810,20220922013638,2022-09-22,city scrape,Beautiful furnished apartment,"<b>The space</b><br />Beautiful apartment with 1 bedroom, 1 bathroom, living, kitchen and laundry. In addition the building has barbecue, function room, mini gym, sauna, swimming, pool table, concierge. <br /> <br />Apartment on the second floor (south). <br /> <br />Ideal for 2 people. <br /> <br />The building is located in a residential area near Bellavista (restaurants, pubs, clubs, museum), Patronato (clothing), Santiago Centro (restaurants, pubs, museums, crafts), supermarkets, pharmacies. <br /> <br />Transport Links: Cerro Blanco Metro Line 2 (5 blocks) - Micro to Plaza Italia 116 (outside the building) - Bellavista Micro B15 (door of the building). <br /> <br />Important: not be allergic to cats!!!, you can smoke - and most importantly you must love the music!!!!",,https://a0.muscache.com/pictures/77f2c002-8290-405f-84d6-b13be92a89c7.jpg,614958,https://www.airbnb.com/users/show/614958,Victor,2011-05-23,"Santiago, Chile",Vivir en paz,,,100%,f,https://a0.muscache.com/im/pictures/user/5ff6dbd5-6615-4c8b-8936-c5515bd1d5bd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5ff6dbd5-6615-4c8b-8936-c5515bd1d5bd.jpg?aki_policy=profile_x_medium,,1.0,2.0,"['email', 'phone']",t,t,,Recoleta,,-33.42361,-70.63984,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,"[""Heating"", ""Hot water"", ""Pool"", ""Iron"", ""Wifi"", ""Hangers"", ""TV with standard cable"", ""Essentials"", ""Cable TV"", ""Gym"", ""Long term stays allowed"", ""Shampoo"", ""Elevator"", ""Kitchen"", ""Hair dryer"", ""Dryer"", ""Host greets you"", ""Luggage dropoff allowed"", ""Washer""]","$28,070.00",2,30,2,2,30,30,2.0,30.0,,t,21,51,81,356,2022-09-22,8,0,0,2017-04-08,2018-03-24,5.0,5.0,4.88,5.0,5.0,4.86,4.86,,f,1,1,0,0,0.12
21,123569,https://www.airbnb.com/rooms/123569,20220922013638,2022-09-22,city scrape,Habitación Single,"<b>The space</b><br />Es una habitación, con orientación sur y baño privado, esta en el centro de Santiago de Chile a cuatro cuadras del metro.",,https://a0.muscache.com/pictures/1055258/51640758_original.jpg,617378,https://www.airbnb.com/users/show/617378,Carolina,2011-05-23,"Santiago, Chile",,,,,f,https://a0.muscache.com/im/users/617378/profile_pic/1310263495/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/617378/profile_pic/1310263495/original.jpg?aki_policy=profile_x_medium,,1.0,1.0,['email'],t,f,,Santiago,,-33.44972,-70.64641,Private room in rental unit,Private room,1,,,1.0,1.0,"[""Wifi"", ""TV with standard cable"", ""Long term stays allowed"", ""Cable TV"", ""Elevator"", ""Kitchen"", ""Dryer"", ""Breakfast"", ""Washer""]","$51,461.00",1,730,1,1,730,730,1.0,730.0,,t,30,60,90,365,2022-09-22,0,0,0,,,,,,,,,,,f,1,0,1,0,
22,124075,https://www.airbnb.com/rooms/124075,20220922013638,2022-09-22,city scrape,Habitación Doble baño compartido,"Double room with shared bathroom. Include Wifi and desk.<br /><br /><b>The space</b><br />Hello,<br />I want to offer an ideal home for living seasons<br />long. It has only 11 rooms very large and independent, the<br />which young professionals coming from different countries for scholarships,<br />PhD, Tourism, trade, etc. ..<br />In our house are<br />a friendly, familiar, where people<br />can be shared freely cooking (we also offer<br />food service). Games (ping pong), washing machine.<br />We have Wi Fi throughout the home, Garden Central. Barbecue grill<br />and much more, entertaining.<br />There are also times to be quiet, with 2<br />large rooms to view cable TV, movies, music, or study<br />There are personal to the toilet, so everything is always very clean.<br />We are located in a residential neighborhood in the Providencia district,<br />near Metro Los Leones and two blocks from the mall. With many tourist attractions. We also offer exclusive service of Transfer, City T",,https://a0.muscache.com/pictures/798827/fc3fd092_original.jpg,619256,https://www.airbnb.com/users/show/619256,Rodrigo,2011-05-24,"Santiago Metropolitan Region, Chile","Hola, les  quiero ofrecer una casa ideal para vivir temporadas largas. En nuestra casa encuentran un ambiente agradable, muy familiar, donde las personas pueden compartir.
Los anfitriones Rodrigo y Jessica los harán sentir como en familia.
Saludos",within an hour,96%,95%,f,https://a0.muscache.com/im/pictures/user/4a1f0acd-3c71-44b0-9b27-11225cf16f15.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4a1f0acd-3c71-44b0-9b27-11225cf16f15.jpg?aki_policy=profile_x_medium,,7.0,9.0,"['email', 'phone']",t,t,,Providencia,,-33.41905,-70.61165,Private room in home,Private room,4,,1 bath,1.0,2.0,"[""Heating"", ""Wifi"", ""Long term stays allowed"", ""Kitchen"", ""Washer"", ""TV""]","$37,426.00",2,365,2,2,365,365,2.0,365.0,,t,30,60,90,365,2022-09-22,1,0,0,2012-01-19,2012-01-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,6,4,2,0,0.01
23,124291,https://www.airbnb.com/rooms/124291,20220922013638,2022-09-22,city scrape,habitacion con baño privado,<b>The space</b><br />lindo edificio y departamento,,https://a0.muscache.com/pictures/817360/b88d9f7f_original.jpg,619919,https://www.airbnb.com/users/show/619919,Livia,2011-05-24,,,,,,f,https://a0.muscache.com/im/users/619919/profile_pic/1306855131/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/619919/profile_pic/1306855131/original.jpg?aki_policy=profile_x_medium,,1.0,1.0,['email'],t,f,,Las Condes,,-33.42015,-70.55652,Private room in rental unit,Private room,2,,1 bath,1.0,1.0,"[""Heating"", ""Pool"", ""Wifi"", ""TV with standard cable"", ""Cable TV"", ""Elevator""]","$56,140.00",5,5,5,5,5,5,5.0,5.0,,t,30,60,90,365,2022-09-22,0,0,0,,,,,,,,,,,f,1,0,1,0,
24,131054,https://www.airbnb.com/rooms/131054,20220922013638,2022-09-22,city scrape,habitación para 1,"<b>The space</b><br />Cómoda habitación, en pleno centro de Santiago a pasos de estación de metro, universidades, hospitales y centros turísticos. <br />Baño privado, uso de cocina y lavanderia incluido",,https://a0.muscache.com/pictures/1095952/ba642edf_original.jpg,645012,https://www.airbnb.com/users/show/645012,Norman,2011-05-30,,,a few days or more,0%,0%,f,https://a0.muscache.com/im/users/645012/profile_pic/1306811780/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/645012/profile_pic/1306811780/original.jpg?aki_policy=profile_x_medium,,1.0,1.0,[],t,f,,Santiago,,-33.44356,-70.63505,Private room in rental unit,Private room,1,,,1.0,,"[""Long term stays allowed""]","$37,426.00",1,730,1,1,730,730,1.0,730.0,,t,30,60,90,365,2022-09-22,0,0,0,,,,,,,,,,,f,1,0,1,0,
25,132624,https://www.airbnb.com/rooms/132624,20220922013638,2022-09-22,city scrape,departamento  centrico lado Subway,"<b>The space</b><br />Departamento completamente equipado, lado metro Calycanto en el centro turístico de Santiago, a pasos de todo, ideal para turistas, valor diario ( mínimo 5 días), semanal o mensual.",,https://a0.muscache.com/pictures/874521/3802f56a_original.jpg,651711,https://www.airbnb.com/users/show/651711,Administrador,2011-06-01,,,,,,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1.0,1.0,['email'],f,f,,Santiago,,-33.43385,-70.65641,Private room in rental unit,Private room,2,,1 bath,1.0,1.0,"[""Heating"", ""Pool"", ""TV with standard cable"", ""Long term stays allowed"", ""Cable TV"", ""Elevator"", ""Kitchen"", ""Dryer"", ""Washer""]","$94,231.00",1,730,1,1,730,730,1.0,730.0,,t,30,60,90,365,2022-09-22,0,0,0,,,,,,,,,,,f,1,0,1,0,
